id,user,sex,identity,region,focus,fans,article,postall,join,transall,hub_num,hub_influence,iss1,iss2,iss3,iss4,iss5,iss6,con1,con2,con3,con4,con5,con6,man1,man2,man3,image,vedio,tag,link,iden_1,iden_2,iden_3,iden_4,iden_5,iden_6,reg_1,reg_2,reg_3,reg_4,reg_5,reg_6,fans_0,article_0,focus_0,filter_$,influence,number,post_0,join_0,iss1_0,iss2_0,iss3_0,iss4_0,iss5_0,iss6_0,con1_0,con2_0,con3_0,con4_0,con5_0,con6_0,man1_0,man2_0,man3_0,image_0,vedio_0,tag_0,link_0,iss1_ratio,iss2_ratio,iss3_ratio,iss4_ratio,iss5_ratio,iss6_ratio,con1_ratio,con2_ratio,con3_ratio,con4_ratio,con5_ratio,con6_ratio,man1_ratio,man2_ratio,man3_ratio,image_ratio,vedio_ratio,tag_ratio,link_ratio
82,老李飞刀,0,4,1,139,252,2460,1,1,32,.000195275200263973,1.77667243386409E-005,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.40140054078154,3.39093510710338,2.1430148002541,0,-4.7503926359419,-3.70935290813249,0,0, , , , ,0, , , , , , ,0, ,0, ,0, , , ,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
83,老徐时评,0,3,1,880,98,25662,12,3,522,.000322944433808898,1.36492846024012E-006,0,0,5,5,0,2,4,1,3,4,0,0,2,10,0,6,3,11,7,0,0,1,0,0,0,1,0,0,0,0,0,1.99122607569249,4.40929050064045,2.94448267215017,0,-5.86489011062847,-3.49087219644956,1.07918124604762,.477121254719662, , ,.698970004336019,.698970004336019, ,.301029995663981,.602059991327962,0,.477121254719662,.602059991327962, , ,.301029995663981,1, ,.778151250383644,.477121254719662,1.04139268515823,.845098040014257,0,0,.416666666666667,.416666666666667,0,.166666666666667,.333333333333333,.0833333333333333,.25,.333333333333333,0,0,.166666666666667,.833333333333333,0,.5,.25,.916666666666667,.583333333333333
84,雷滚石1958,0,5,1,816,408,818,3,2,228,.000396079874862253,.000104386739528626,0,0,0,0,3,0,0,1,0,2,0,0,1,0,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2.61066016308988,2.91275330367132,2.91169015875386,0,-3.98135466718927,-3.40221722388785,.477121254719662,.301029995663981, , , , ,.477121254719662, , ,0, ,.301029995663981, , ,0, ,.301029995663981,.301029995663981, , ,0,0,0,0,0,1,0,0,.333333333333333,0,.666666666666667,0,0,.333333333333333,0,.666666666666667,.666666666666667,0,0,.333333333333333
85,雷军,0,4,1,1058,1449,6496,13,7,11561,.00154905253138139,.000342002040471794,7,0,0,1,5,0,2,0,0,9,2,0,6,2,5,11,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,3.16106838547117,3.81264601623312,3.02448566769917,0,-3.46597130282399,-2.80993385422128,1.11394335230684,.845098040014257,.845098040014257, , ,0,.698970004336019, ,.301029995663981, , ,.954242509439325,.301029995663981, ,.778151250383644,.301029995663981,.698970004336019,1.04139268515823, ,.778151250383644, ,.538461538461538,0,0,.0769230769230769,.384615384615385,0,.153846153846154,0,0,.692307692307692,.153846153846154,0,.461538461538462,.153846153846154,.384615384615385,.846153846153846,0,.461538461538462,0
86,雷颐,0,3,1,1028,350,30027,92,10,11104,.00643746948318718,7.87525403107429E-005,7,7,46,1,0,31,59,12,8,9,1,3,12,11,69,30,10,16,32,0,0,1,0,0,0,1,0,0,0,0,0,2.54406804435028,4.47751194396957,3.01199311465926,0,-4.10373542833018,-2.1912848167181,1.96378782734556,1,.845098040014257,.845098040014257,1.66275783168157,0, ,1.49136169383427,1.77085201164214,1.07918124604762,.903089986991944,.954242509439325,0,.477121254719662,1.07918124604762,1.04139268515823,1.83884909073726,1.47712125471966,1,1.20411998265592,1.50514997831991,.0760869565217391,.0760869565217391,.5,.0108695652173913,0,.33695652173913,.641304347826087,.130434782608696,.0869565217391304,.0978260869565217,.0108695652173913,.0326086956521739,.130434782608696,.119565217391304,.75,.326086956521739,.108695652173913,.173913043478261,.347826086956522
87,李冰冰,1,1,1,457,3911,4600,26,12,69779,.0036859198635211,.00987605868905761,4,0,0,1,21,0,4,0,4,18,0,0,1,20,5,22,1,14,11,1,0,0,0,0,0,1,0,0,0,0,0,3.59228781595213,3.66275783168157,2.65991620006985,1,-2.00541633791202,-2.43345411111611,1.41497334797082,1.07918124604762,.602059991327962, , ,0,1.32221929473392, ,.602059991327962, ,.602059991327962,1.25527250510331, , ,0,1.30102999566398,.698970004336019,1.34242268082221,0,1.14612803567824,1.04139268515823,.153846153846154,0,0,.0384615384615385,.807692307692308,0,.153846153846154,0,.153846153846154,.692307692307692,0,0,.0384615384615385,.769230769230769,.192307692307692,.846153846153846,.0384615384615385,.538461538461538,.423076923076923
88,李晨,0,1,1,745,4648,6889,45,17,192182,.00636866522848893,.00926966631881053,6,1,2,3,32,1,20,0,2,18,5,0,1,15,29,35,1,20,16,1,0,0,0,0,0,1,0,0,0,0,0,3.66726611938227,3.83815618475215,2.87215627274829,1,-2.03293589891996,-2.19595157938269,1.65321251377534,1.23044892137827,.778151250383644,0,.301029995663981,.477121254719662,1.50514997831991,0,1.30102999566398, ,.301029995663981,1.25527250510331,.698970004336019, ,0,1.17609125905568,1.46239799789896,1.54406804435028,0,1.30102999566398,1.20411998265592,.133333333333333,.0222222222222222,.0444444444444444,.0666666666666667,.711111111111111,.0222222222222222,.444444444444444,0,.0444444444444444,.4,.111111111111111,0,.0222222222222222,.333333333333333,.644444444444444,.777777777777778,.0222222222222222,.444444444444444,.355555555555556
89,李稻葵,0,3,1,38,338,339,2,2,701,3.25182522122935E-005,8.03704314739143E-009,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2.52891670027765,2.53019969820308,1.57978359661681,0,-8.09490370012756,-4.48787280486625,.301029995663981,.301029995663981, ,.301029995663981, , , , , ,.301029995663981, , , , ,.301029995663981, , , , , ,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.5
90,李东生,0,4,1,131,872,3001,12,8,2016,.00201448276108325,.000172796876316864,3,3,0,0,5,1,4,4,0,0,3,1,9,2,1,5,0,3,3,0,0,0,1,0,0,1,0,0,0,0,0,2.94051648493257,3.47726599542485,2.11727129565576,0,-3.76246411261298,-2.69583644473053,1.07918124604762,.903089986991944,.477121254719662,.477121254719662, , ,.698970004336019,0,.602059991327962,.602059991327962, , ,.477121254719662,0,.954242509439325,.301029995663981,0,.698970004336019, ,.477121254719662,.477121254719662,.25,.25,0,0,.416666666666667,.0833333333333333,.333333333333333,.333333333333333,0,0,.25,.0833333333333333,.75,.166666666666667,.0833333333333333,.416666666666667,0,.25,.25
91,李厚霖,0,4,1,565,660,11332,27,15,636,.00565023061053452,2.05981139300687E-005,4,0,1,5,13,4,10,4,0,11,2,0,2,19,6,24,0,14,10,0,0,0,1,0,0,1,0,0,0,0,0,2.81954393554187,4.0543065658484,2.75204844781944,0,-4.68617254406111,-2.24793382636839,1.43136376415899,1.17609125905568,.602059991327962, ,0,.698970004336019,1.11394335230684,.602059991327962,1,.602059991327962, ,1.04139268515823,.301029995663981, ,.301029995663981,1.27875360095283,.778151250383644,1.38021124171161, ,1.14612803567824,1,.148148148148148,0,.037037037037037,.185185185185185,.481481481481481,.148148148148148,.37037037037037,.148148148148148,0,.407407407407407,.0740740740740741,0,.0740740740740741,.703703703703704,.222222222222222,.888888888888889,0,.518518518518518,.37037037037037
92,李静,1,2,1,868,1310,11124,18,10,65411,.00241035790814555,.00368133685616894,4,0,0,4,10,0,5,0,1,10,2,0,4,7,7,15,1,11,3,0,1,0,0,0,0,1,0,0,0,0,0,3.11727129565576,4.04626098019212,2.93851972517649,0,-2.43399444115646,-2.61791846531235,1.25527250510331,1,.602059991327962, , ,.602059991327962,1, ,.698970004336019, ,0,1,.301029995663981, ,.602059991327962,.845098040014257,.845098040014257,1.17609125905568,0,1.04139268515823,.477121254719662,.222222222222222,0,0,.222222222222222,.555555555555556,0,.277777777777778,0,.0555555555555556,.555555555555556,.111111111111111,0,.222222222222222,.388888888888889,.388888888888889,.833333333333333,.0555555555555556,.611111111111111,.166666666666667
93,李开复,0,4,1,544,5042,15176,142,22,611950,.0156071159656286,.0552360339372545,1,30,62,8,23,18,79,30,15,10,6,2,11,24,107,107,1,20,51,0,0,0,1,0,0,1,0,0,0,0,0,3.70260284134043,4.18115731788061,2.73559889969818,0,-1.25777751222594,-1.80667734267316,2.15228834438306,1.34242268082221,0,1.47712125471966,1.79239168949825,.903089986991944,1.36172783601759,1.25527250510331,1.89762709129044,1.47712125471966,1.17609125905568,1,.778151250383644,.301029995663981,1.04139268515823,1.38021124171161,2.02938377768521,2.02938377768521,0,1.30102999566398,1.70757017609794,.00704225352112676,.211267605633803,.436619718309859,.0563380281690141,.161971830985916,.126760563380282,.556338028169014,.211267605633803,.105633802816901,.0704225352112676,.0422535211267606,.0140845070422535,.0774647887323944,.169014084507042,.753521126760563,.753521126760563,.00704225352112676,.140845070422535,.359154929577465
94,李铁根,0,3,1,643,432,4606,8,4,26047,.000456839363277636,.000827345210930653,5,2,0,0,0,1,0,0,1,3,0,4,3,6,0,7,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,2.63548374681491,3.66332393362821,2.80821097292422,0,-3.08231324266016,-3.3402364824379,.903089986991944,.602059991327962,.698970004336019,.301029995663981, , , ,0, , ,0,.477121254719662, ,.602059991327962,.477121254719662,.778151250383644, ,.845098040014257, ,.301029995663981,.301029995663981,.625,.25,0,0,0,.125,0,0,.125,.375,0,.5,.375,.75,0,.875,0,.25,.25
95,李维嘉,0,1,1,278,2698,4332,13,9,58866,.00158192606590329,.00320895247366315,3,0,1,1,8,0,6,1,0,6,0,0,0,3,10,11,1,7,2,1,0,0,0,0,0,1,0,0,0,0,0,3.43104194533589,3.63668844795328,2.44404479591808,1,-2.49363671499508,-2.80081381788041,1.11394335230684,.954242509439325,.477121254719662, ,0,0,.903089986991944, ,.778151250383644,0, ,.778151250383644, , , ,.477121254719662,1,1.04139268515823,0,.845098040014257,.301029995663981,.230769230769231,0,.0769230769230769,.0769230769230769,.615384615384615,0,.461538461538462,.0769230769230769,0,.461538461538462,0,0,0,.230769230769231,.769230769230769,.846153846153846,.0769230769230769,.538461538461538,.153846153846154
96,李小璐Super璐,1,1,1,438,4079,6112,36,11,171010,.00423154687906517,.0135351978964621,4,0,0,6,26,0,2,1,1,6,26,0,1,27,8,28,1,22,15,1,0,0,0,0,0,1,0,0,0,0,0,3.61055370531709,3.78618334556763,2.6414741105041,1,-1.8685353900809,-2.37350084344391,1.55630250076729,1.04139268515823,.602059991327962, , ,.778151250383644,1.41497334797082, ,.301029995663981,0,0,.778151250383644,1.41497334797082, ,0,1.43136376415899,.903089986991944,1.44715803134222,0,1.34242268082221,1.17609125905568,.111111111111111,0,0,.166666666666667,.722222222222222,0,.0555555555555556,.0277777777777778,.0277777777777778,.166666666666667,.722222222222222,0,.0277777777777778,.75,.222222222222222,.777777777777778,.0277777777777778,.611111111111111,.416666666666667
97,李学凌,0,2,1,400,269,1901,1,1,22,.0002851090444387,1.36219522762485E-007,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.42975228000241,3.27898211686544,2.60205999132796,0,-6.86576064557729,-3.5449890054632,0,0, , , , , ,0, , , ,0, , , ,0, ,0, , ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
98,李亦非,1,4,1,256,729,3407,7,5,1862,.0016005790597365,4.0038782209953E-005,0,0,3,1,2,1,2,2,2,1,0,0,4,3,0,3,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2.86272752831797,3.53237213356788,2.40823996531185,0,-4.39751914017225,-2.79572286924912,.845098040014257,.698970004336019, , ,.477121254719662,0,.301029995663981,0,.301029995663981,.301029995663981,.301029995663981,0, , ,.602059991327962,.477121254719662, ,.477121254719662, , ,.301029995663981,0,0,.428571428571429,.142857142857143,.285714285714286,.142857142857143,.285714285714286,.285714285714286,.285714285714286,.142857142857143,0,0,.571428571428571,.428571428571429,0,.428571428571429,0,0,.285714285714286
99,李银河,1,3,1,158,132,3097,11,7,2020,.0012416136919723,5.6512390868459E-005,0,3,2,2,2,2,1,8,0,2,0,0,9,2,0,2,0,1,4,0,0,1,0,0,0,1,0,0,0,0,0,2.12057393120585,3.49094120535679,2.19865708695442,0,-4.24785631862647,-2.90601350685004,1.04139268515823,.845098040014257, ,.477121254719662,.301029995663981,.301029995663981,.301029995663981,.301029995663981,0,.903089986991944, ,.301029995663981, , ,.954242509439325,.301029995663981, ,.301029995663981, ,0,.602059991327962,0,.272727272727273,.181818181818182,.181818181818182,.181818181818182,.181818181818182,.0909090909090909,.727272727272727,0,.181818181818182,0,0,.818181818181818,.181818181818182,0,.181818181818182,0,.0909090909090909,.363636363636364
100,林斌_Bin,0,4,1,465,724,3614,12,7,2150,.00104291497776852,8.88854570715181E-005,4,0,0,2,5,1,4,0,0,8,0,0,2,4,6,11,0,6,1,0,0,0,1,0,0,1,0,0,0,0,0,2.85973856619715,3.55798814822491,2.66745295288995,0,-4.05116928998872,-2.98175109539998,1.07918124604762,.845098040014257,.602059991327962, , ,.301029995663981,.698970004336019,0,.602059991327962, , ,.903089986991944, , ,.301029995663981,.602059991327962,.778151250383644,1.04139268515823, ,.778151250383644,0,.333333333333333,0,0,.166666666666667,.416666666666667,.0833333333333333,.333333333333333,0,0,.666666666666667,0,0,.166666666666667,.333333333333333,.5,.916666666666667,0,.5,.0833333333333333
101,林更新,0,1,6,606,3171,1949,1,1,10642,.000195275200263973,.00590854626286928,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.50119624202709,3.28981183911762,2.78247262416629,1,-2.2285193596731,-3.70935290813249,0,0, , , , ,0, , , , ,0, , , ,0, ,0, ,0, ,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
102,林俊杰,0,1,4,440,3406,4351,4,4,21813,.0007862755497953,.000746656117021385,0,0,0,1,3,0,0,0,0,4,0,0,1,3,0,4,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,3.53224464362658,3.63858908329272,2.64345267648619,1,-3.1268793725709,-3.10442522904451,.602059991327962,.602059991327962, , , ,0,.477121254719662, , , , ,.602059991327962, , ,0,.477121254719662, ,.602059991327962, ,.301029995663981,.301029995663981,0,0,0,.25,.75,0,0,0,0,1,0,0,.25,.75,0,1,0,.5,.5
103,林心如,1,1,4,239,7417,6684,1,1,1031,2.73294892457378E-005,6.49907841469574E-007,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3.87022827901179,3.82503644122135,2.37839790094814,1,-6.18714822301689,-4.56336848465679,0,0, , , , , ,0,0, , , , , , , ,0,0, ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1
104,林炎志,0,5,2,106,78,144,3,3,14,.000732580892637255,2.87309587784888E-007,1,0,0,0,2,0,0,1,0,2,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.89209460269048,2.15836249209525,2.02530586526477,0,-6.54164988096039,-3.13514441290383,.477121254719662,.477121254719662,0, , , ,.301029995663981, , ,0, ,.301029995663981, , ,0,.301029995663981, ,0, , ,0,.333333333333333,0,0,0,.666666666666667,0,0,.333333333333333,0,.666666666666667,0,0,.333333333333333,.666666666666667,0,.333333333333333,0,0,.333333333333333
105,刘春,0,4,1,1073,653,23239,101,33,64598,.0155806750145775,.00601888577799163,4,14,16,16,42,9,41,5,20,23,4,8,17,37,47,68,1,24,41,0,0,0,1,0,0,1,0,0,0,0,0,2.81491318127507,4.3662174359461,3.03059972196595,0,-2.22048389831978,-1.80741373095384,2.00432137378264,1.51851393987789,.602059991327962,1.14612803567824,1.20411998265592,1.20411998265592,1.6232492903979,.954242509439325,1.61278385671974,.698970004336019,1.30102999566398,1.36172783601759,.602059991327962,.903089986991944,1.23044892137827,1.568201724067,1.67209785793572,1.83250891270624,0,1.38021124171161,1.61278385671974,.0396039603960396,.138613861386139,.158415841584158,.158415841584158,.415841584158416,.0891089108910891,.405940594059406,.0495049504950495,.198019801980198,.227722772277228,.0396039603960396,.0792079207920792,.168316831683168,.366336633663366,.465346534653465,.673267326732673,.0099009900990099,.237623762376238,.405940594059406
106,刘若英,1,1,4,33,2264,4058,6,4,5823,.000810379259617892,.00175873116063911,0,0,0,1,5,0,4,0,0,2,0,0,0,2,4,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3.35487642251623,3.60831204269733,1.51851393987789,1,-2.75480054165346,-3.09131168258949,.778151250383644,.602059991327962, , , ,0,.698970004336019, ,.602059991327962, , ,.301029995663981, , , ,.301029995663981,.602059991327962,.698970004336019, ,0,0,0,0,0,.166666666666667,.833333333333333,0,.666666666666667,0,0,.333333333333333,0,0,0,.333333333333333,.666666666666667,.833333333333333,0,.166666666666667,.166666666666667
107,刘诗诗,1,1,1,238,2834,1299,8,7,317195,.00135721612035749,.0396782650193912,1,0,0,0,6,1,0,0,1,5,2,0,0,7,1,6,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,3.45239984591144,3.11360915107303,2.37657695705651,1,-1.40144732615944,-2.86735099065621,.903089986991944,.845098040014257,0, , , ,.778151250383644,0, , ,0,.698970004336019,.301029995663981, , ,.845098040014257,0,.778151250383644, ,.602059991327962, ,.125,0,0,0,.75,.125,0,0,.125,.625,.25,0,0,.875,.125,.75,0,.5,0
108,刘同,0,2,1,1273,2287,9057,31,7,99666,.00626794163510065,.00715505848307386,0,0,2,0,27,2,1,2,3,10,15,0,5,23,3,9,9,10,9,0,1,0,0,0,0,1,0,0,0,0,0,3.35926616460675,3.95698436774276,3.10482840365366,0,-2.14538681211071,-2.20287505618426,1.49136169383427,.845098040014257, , ,.301029995663981, ,1.43136376415899,.301029995663981,0,.301029995663981,.477121254719662,1,1.17609125905568, ,.698970004336019,1.36172783601759,.477121254719662,.954242509439325,.954242509439325,1,.954242509439325,0,0,.0645161290322581,0,.870967741935484,.0645161290322581,.032258064516129,.0645161290322581,.0967741935483871,.32258064516129,.483870967741936,0,.161290322580645,.741935483870968,.0967741935483871,.290322580645161,.290322580645161,.32258064516129,.290322580645161
109,刘五一,0,5,2,4133,133,22927,2,1,4,4.53796624119181E-005,1.33576173647755E-010,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2.12385164096709,4.36034723097577,3.61626540528171,0,-9.87427100126256,-4.34313873923968,.301029995663981,0, ,.301029995663981, , , , ,.301029995663981, , , , , , , ,.301029995663981, , , ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,.5
110,刘兴亮,0,3,1,1739,195,17030,25,11,755,.00384316805413583,1.60192631285358E-005,1,18,1,1,1,3,11,2,1,5,0,6,11,7,7,12,1,1,11,0,0,1,0,0,0,1,0,0,0,0,0,2.29003461136252,4.2312146479626,3.24029958200271,0,-4.7953574649416,-2.41531062428192,1.39794000867204,1.04139268515823,0,1.25527250510331,0,0,0,.477121254719662,1.04139268515823,.301029995663981,0,.698970004336019, ,.778151250383644,1.04139268515823,.845098040014257,.845098040014257,1.07918124604762,0,0,1.04139268515823,.04,.72,.04,.04,.04,.12,.44,.08,.04,.2,0,.24,.44,.28,.28,.48,.04,.04,.44
111,刘烨,0,1,1,1857,5219,922,6,5,62353,.000489332403124696,.00631299913494975,3,0,0,0,2,1,2,0,1,2,1,0,2,1,3,5,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,3.71758729685546,2.96473092105363,3.26881190373978,1,-2.19976427018264,-3.31039602472175,.778151250383644,.698970004336019,.477121254719662, , , ,.301029995663981,0,.301029995663981, ,0,.301029995663981,0, ,.301029995663981,0,.477121254719662,.698970004336019,0,.301029995663981,.301029995663981,.5,0,0,0,.333333333333333,.166666666666667,.333333333333333,0,.166666666666667,.333333333333333,.166666666666667,0,.333333333333333,.166666666666667,.5,.833333333333333,.166666666666667,.333333333333333,.333333333333333
112,留几手,0,6,3,304,1005,1755,4,4,56235,6.18903431883241E-005,.000104410816932495,1,1,0,2,0,0,1,0,0,0,0,3,3,0,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,3.00216606175651,3.24427712080184,2.48287358360875,0,-3.98125450621169,-4.2083771090929,.602059991327962,.602059991327962,0,0, ,.301029995663981, , ,0, , , , ,.477121254719662,.477121254719662, ,0,0,0,.301029995663981,0,.25,.25,0,.5,0,0,.25,0,0,0,0,.75,.75,0,.25,.25,.25,.5,.25
113,柳岩,1,1,1,584,3014,3389,3,3,19072,.000128197396800788,.00175455508049482,1,0,0,0,1,1,1,0,1,1,0,0,0,2,1,3,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,3.47914324797861,3.53007156883738,2.7664128471124,1,-2.75583299349048,-3.8921207935889,.477121254719662,.477121254719662,0, , , ,0,0,0, ,0,0, , , ,.301029995663981,0,.477121254719662, ,.477121254719662, ,.333333333333333,0,0,0,.333333333333333,.333333333333333,.333333333333333,0,.333333333333333,.333333333333333,0,0,0,.666666666666667,.333333333333333,1,0,1,0
114,鲁国平先生,0,2,1,2730,51,53845,39,10,6474,.002573085035995,.000274404695679446,10,2,7,0,0,19,26,3,0,7,0,2,37,1,0,2,35,12,6,0,1,0,0,0,0,1,0,0,0,0,0,1.70757017609794,4.73114538129738,3.43616264704076,0,-3.5616084611496,-2.58954586087355,1.5910646070265,1,1,.301029995663981,.845098040014257, , ,1.27875360095283,1.41497334797082,.477121254719662, ,.845098040014257, ,.301029995663981,1.568201724067,0, ,.301029995663981,1.54406804435028,1.07918124604762,.778151250383644,.256410256410256,.0512820512820513,.179487179487179,0,0,.487179487179487,.666666666666667,.0769230769230769,0,.179487179487179,0,.0512820512820513,.948717948717949,.0256410256410256,0,.0512820512820513,.897435897435897,.307692307692308,.153846153846154
115,鲁健,0,2,1,366,460,3018,20,11,3202,.00204368166493622,.00018885469906226,5,4,1,1,2,7,5,4,1,7,0,3,6,12,2,12,1,7,1,0,1,0,0,0,0,1,0,0,0,0,0,2.66275783168157,3.47971923543957,2.56348108539441,0,-3.72387220463354,-2.68958675135945,1.30102999566398,1.04139268515823,.698970004336019,.602059991327962,0,0,.301029995663981,.845098040014257,.698970004336019,.602059991327962,0,.845098040014257, ,.477121254719662,.778151250383644,1.07918124604762,.301029995663981,1.07918124604762,0,.845098040014257,0,.25,.2,.05,.05,.1,.35,.25,.2,.05,.35,0,.15,.3,.6,.1,.6,.05,.35,.05
116,路金波,0,2,1,329,320,1023,4,4,20362,.000263856114898252,8.43616543421804E-006,1,0,1,1,0,1,1,0,0,0,1,6,3,0,1,2,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,2.50514997831991,3.00987563371216,2.51719589794997,0,-5.07385491228206,-3.57863283654164,.602059991327962,.602059991327962,0, ,0,0, ,0,0, , , ,0,.778151250383644,.477121254719662, ,0,.301029995663981, ,.301029995663981,.301029995663981,.25,0,.25,.25,0,.25,.25,0,0,0,.25,1.5,.75,0,.25,.5,0,.5,.5
117,罗昌平,0,2,1,1552,92,15265,230,41,152902,.0210345589869286,.00337850546053822,7,64,49,42,64,4,66,64,39,42,7,12,121,85,24,111,7,15,65,0,1,0,0,0,0,1,0,0,0,0,0,1.96378782734556,4.18369680863468,3.19089171692217,0,-2.47127537480628,-1.67706658902142,2.36172783601759,1.61278385671974,.845098040014257,1.80617997398389,1.69019608002851,1.6232492903979,1.80617997398389,.602059991327962,1.81954393554187,1.80617997398389,1.5910646070265,1.6232492903979,.845098040014257,1.07918124604762,2.08278537031645,1.92941892571429,1.38021124171161,2.04532297878666,.845098040014257,1.17609125905568,1.81291335664286,.0304347826086957,.278260869565217,.21304347826087,.182608695652174,.278260869565217,.0173913043478261,.28695652173913,.278260869565217,.169565217391304,.182608695652174,.0304347826086957,.0521739130434783,.526086956521739,.369565217391304,.104347826086957,.482608695652174,.0304347826086957,.0652173913043478,.282608695652174
118,罗玉凤,1,6,5,1,708,8410,41,10,27390,.00531242953422953,.000828906387482709,2,2,0,8,8,21,10,9,3,11,0,8,31,8,2,26,3,8,2,0,0,0,0,0,1,0,0,0,0,1,0,2.85003325768977,3.92479599579791,0,0,-3.08149451371428,-2.27470681752483,1.61278385671974,1,.301029995663981,.301029995663981, ,.903089986991944,.903089986991944,1.32221929473392,1,.954242509439325,.477121254719662,1.04139268515823, ,.903089986991944,1.49136169383427,.903089986991944,.301029995663981,1.41497334797082,.477121254719662,.903089986991944,.301029995663981,.0487804878048781,.0487804878048781,0,.195121951219512,.195121951219512,.51219512195122,.24390243902439,.219512195121951,.0731707317073171,.268292682926829,0,.195121951219512,.75609756097561,.195121951219512,.0487804878048781,.634146341463415,.0731707317073171,.195121951219512,.0487804878048781
119,罗援,0,5,1,104,53,436,17,6,3949,.0018777089598313,.000459235753111371,10,0,0,0,3,4,6,6,2,3,0,0,17,0,0,0,0,0,14,0,0,0,0,1,0,1,0,0,0,0,0,1.72427586960079,2.63948648926859,2.01703333929878,0,-3.33796430794777,-2.72637172140665,1.23044892137827,.778151250383644,1, , , ,.477121254719662,.602059991327962,.778151250383644,.778151250383644,.301029995663981,.477121254719662, , ,1.23044892137827, , , , , ,1.14612803567824,.588235294117647,0,0,0,.176470588235294,.235294117647059,.352941176470588,.352941176470588,.117647058823529,.176470588235294,0,0,1,0,0,0,0,0,.823529411764706
120,罗振宇,0,2,1,1432,122,4017,6,5,2116,.000106429558615011,4.48965628592782E-006,0,1,2,3,0,0,1,1,4,0,0,0,0,4,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.08635983067475,3.60390183173167,3.15594301797184,0,-5.34778690595407,-3.97293773895262,.778151250383644,.698970004336019, ,0,.301029995663981,.477121254719662, , ,0,0,.602059991327962, , , , ,.602059991327962,.301029995663981,.477121254719662, , ,0,0,.166666666666667,.333333333333333,.5,0,0,.166666666666667,.166666666666667,.666666666666667,0,0,0,0,.666666666666667,.333333333333333,.5,0,0,.166666666666667
121,闾丘露薇,1,2,4,406,412,14040,118,29,65799,.0325530879912471,.0114454135206646,0,7,13,15,62,21,64,41,8,4,1,0,40,28,50,69,2,13,53,0,1,0,0,0,0,0,0,0,1,0,0,2.61489721603313,4.14736710779379,2.60852603357719,0,-1.94136851172701,-1.48740780789615,2.07188200730613,1.46239799789896, ,.845098040014257,1.11394335230684,1.17609125905568,1.79239168949825,1.32221929473392,1.80617997398389,1.61278385671974,.903089986991944,.602059991327962,0, ,1.60205999132796,1.44715803134222,1.69897000433602,1.83884909073726,.301029995663981,1.11394335230684,1.72427586960079,0,.0593220338983051,.110169491525424,.127118644067797,.525423728813559,.177966101694915,.542372881355932,.347457627118644,.0677966101694915,.0338983050847458,.00847457627118644,0,.338983050847458,.23728813559322,.423728813559322,.584745762711864,.0169491525423729,.110169491525424,.449152542372881
122,马伯庸,0,3,1,853,343,14093,1,1,603,.000185446634221583,1.72984758649895E-006,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.53529412004277,4.14900345192855,2.93094903116752,0,-5.76199216002636,-3.73178104452604,0,0, , , , , ,0, , , , , ,0, ,0, , , , , ,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
